"id","question","options_json","english_level","correct_index"
"322000","__ make rules for the country.","[""Governments"", ""Farmers"", ""Doctors"", ""Teachers""]","1","0"
"322323","The big company needed __.","[""private equity"", ""some tea"", ""a new pen"", ""a holiday""]","1","0"
"322350","His new car is the __.","[""most small"", ""most cold"", ""most sophisticated"", ""most happy""]","1","2"
"322354","The new watch is the __.","[""most sophisticated"", ""most old"", ""most tasty"", ""most sleepy""]","1","0"
"322356","That is the __ computer.","[""most short"", ""most green"", ""most slow"", ""most sophisticated""]","1","3"
"322385","I like to listen to radio __.","[""rooms"", ""chairs"", ""tables"", ""stations""]","1","3"
"322386","There are many police __ in the city.","[""foods"", ""books"", ""games"", ""stations""]","1","3"
"322454","Can you __ this word for me?","[""sing"", ""read"", ""draw"", ""jump""]","1","1"
"322503","The science teacher is in the __.","[""bedroom"", ""kitchen"", ""laboratory"", ""garden""]","1","2"
"322505","The doctor will test my blood in the __.","[""park"", ""market"", ""laboratory"", ""shop""]","1","2"
"322506","Our school has a big new __.","[""book"", ""car"", ""laboratory"", ""tree""]","1","2"
"322507","The chemistry __ is on the next floor.","[""hall"", ""laboratory"", ""canteen"", ""office""]","1","1"
"322683","My school bag __ books and a pencil.","[""sleeps"", ""eats"", ""runs"", ""includes""]","1","3"
"322685","This box __ five red ladoos.","[""walks"", ""flies"", ""includes"", ""cries""]","1","2"
"322805","You must be quiet in the __.","[""market"", ""bus"", ""park"", ""library""]","1","3"
"322955","The computer made __ to the list.","[""anonymizations"", ""windows"", ""songs"", ""pictures""]","1","0"
"323013","The angry dog might __ you.","[""cook"", ""sing"", ""attack"", ""read""]","1","2"
"323015","Be careful, the bees will __.","[""sleep"", ""dance"", ""write"", ""attack""]","1","3"
"323016","In the movie, the soldiers __.","[""jump"", ""play"", ""attack"", ""eat""]","1","2"
"323017","The cat will __ the mouse.","[""teach"", ""call"", ""attack"", ""wash""]","1","2"
"323824","The weather shows little __ today.","[""bag"", ""time"", ""milk"", ""variation""]","1","3"
"323825","I like the __ in this food thali.","[""school"", ""variation"", ""picture"", ""door""]","1","1"
"323943","He is studying __ at college.","[""loud music"", ""accounting standards"", ""tasty snacks"", ""long trains""]","1","1"
"323964","Please write a good __.","[""topic sentence"", ""picture"", ""song"", ""lunch""]","1","0"
"324063","I read many __.","[""chairs"", ""pens"", ""books"", ""plates""]","1","2"
"324096","My water bottle is __, I need a new one.","[""leakier"", ""fuller"", ""emptier"", ""colder""]","1","0"
"324121","My phone has no __ here.","[""stones"", ""shoes"", ""waters"", ""signals""]","1","3"
"324123","Look at the traffic __ before crossing.","[""people"", ""signals"", ""trees"", ""houses""]","1","1"
"324184","The garden is __ in spring.","[""most alive"", ""most cold"", ""most dark"", ""most empty""]","1","0"
"324186","The Sunday market is always __.","[""most closed"", ""most asleep"", ""most alive"", ""most clean""]","1","2"
"324244","My sister is a piano __.","[""player"", ""singer"", ""writer"", ""cook""]","1","0"
"324304","The old chair __ easily.","[""sings"", ""drives"", ""breaks"", ""drinks""]","1","2"
"324307","My toy car __ sometimes.","[""cooks"", ""flies"", ""breaks"", ""writes""]","1","2"
"324753","He feels __ now.","[""more tall"", ""more hungry"", ""more isolated"", ""more happy""]","1","2"
"324759","That is the __ building in our town.","[""happiest"", ""kindest"", ""sweetest"", ""biggest""]","1","3"
"324761","The old house on the hill seems __.","[""more red"", ""more isolated"", ""more happy"", ""more open""]","1","1"
"324873","The __ are in the movie.","[""doctors"", ""actors"", ""drivers"", ""teachers""]","1","1"
"324877","My favourite __ are from Bollywood.","[""fruits"", ""cities"", ""colours"", ""actors""]","1","3"
"324963","The chief guest was a __ man.","[""small"", ""new"", ""distinguished"", ""cold""]","1","2"
"324964","He is a __ professor.","[""distinguished"", ""sleepy"", ""sad"", ""hungry""]","1","0"
"324965","They invited a __ speaker for the event.","[""distinguished"", ""quick"", ""blue"", ""tall""]","1","0"
"324966","The famous scientist looked very __.","[""red"", ""distinguished"", ""young"", ""fast""]","1","1"
"324995","The easy problem was __.","[""conquerable"", ""table"", ""run"", ""loud""]","1","0"
"325023","The school day has __.","[""ate"", ""ran"", ""slept"", ""ended""]","1","3"
"325027","The party __ very late.","[""built"", ""ended"", ""flew"", ""saw""]","1","1"
"325084","I heard a __ noise last night.","[""long"", ""weird"", ""happy"", ""cold""]","1","1"
"325174","She __ the full amount.","[""paid off"", ""sat down"", ""drew on"", ""went up""]","1","0"
"325177","The hard work finally __.","[""got in"", ""turned on"", ""paid off"", ""flew away""]","1","2"
"325504","Rain __ during the monsoon season.","[""drinks"", ""occurs"", ""talks"", ""reads""]","1","1"
"325505","The meeting __ at 10 AM.","[""helps"", ""sees"", ""occurs"", ""stands""]","1","2"
"325506","The festival __ every year.","[""occurs"", ""buys"", ""cries"", ""flies""]","1","0"
"325537","This is the __ team!","[""sad"", ""winning"", ""slow"", ""losing""]","1","1"
"325656","Her __ were very quick and smart.","[""pictures"", ""clothes"", ""houses"", ""responses""]","1","3"
"325714","My rose plant did not __ any flowers.","[""talk"", ""see"", ""put forth"", ""walk""]","1","2"
"326045","Rohan and I are here. __ are happy.","[""Red"", ""Play"", ""We"", ""They""]","1","2"
"326104","I will __ a ticket for the train.","[""play"", ""reserve"", ""eat"", ""sleep""]","1","1"
"326107","She wants to __ a seat.","[""drink"", ""read"", ""cook"", ""reserve""]","1","3"
"326207","My phone is __ again.","[""freezing up"", ""walking"", ""eating"", ""sleeping""]","1","0"
"326208","The video call is __.","[""running"", ""cooking"", ""singing"", ""freezing up""]","1","3"
"326209","My old computer keeps __.","[""dancing"", ""drinking"", ""smiling"", ""freezing up""]","1","3"
"326284","My little brother never worries. He is __.","[""tall"", ""short"", ""happy-go-lucky"", ""old""]","1","2"
"326287","That boy is so __ and fun.","[""quiet"", ""sad"", ""happy-go-lucky"", ""serious""]","1","2"
"326435","I __ my spending money.","[""flew"", ""drove"", ""jumped"", ""kept track of""]","1","3"
"326526","After the exam, I am __.","[""more strong"", ""more weak"", ""more late"", ""more relaxed""]","1","3"
"326556","My mother smiled, __ my name.","[""playing"", ""giving"", ""taking"", ""knowing""]","1","3"
"326704","The cat __ to see me.","[""slept long"", ""turned around"", ""flew high"", ""sat down""]","1","1"
"326824","He drew a small __.","[""water"", ""road"", ""tree"", ""matrix""]","1","3"
"326855","We must __ to catch the bus.","[""stand"", ""talk"", ""run"", ""look""]","1","2"
"326857","Let's __ a race together!","[""run"", ""make"", ""play"", ""have""]","1","0"
"326974","What are your exam __?","[""scores"", ""songs"", ""foods"", ""names""]","1","0"
"327153","We use __ to make pots.","[""water"", ""clay"", ""sun"", ""air""]","1","1"
"327154","The small bowl is made of __.","[""food"", ""paper"", ""leaf"", ""clay""]","1","3"
"327157","This diya is made of red __.","[""hair"", ""juice"", ""clay"", ""cloth""]","1","2"
"327213","He __ apples for oranges.","[""walked"", ""slept"", ""traded"", ""ate""]","1","2"
"327216","The children __ stickers.","[""ran"", ""wrote"", ""traded"", ""drank""]","1","2"
"327217","She __ her pen for a pencil.","[""drew"", ""saw"", ""broke"", ""traded""]","1","3"
"327244","A balanced __ is very good.","[""shopping trip"", ""movie night"", ""working life"", ""cricket match""]","1","2"
"327246","She wants a better __ and more money.","[""new phone"", ""tasty meal"", ""cold drink"", ""working life""]","1","3"
"327273","This rock is very __.","[""hard"", ""big"", ""soft"", ""red""]","1","0"
"327365","The camera __ is very dirty.","[""hand"", ""water"", ""door"", ""lens""]","1","3"
"327635","My school is not far __.","[""off"", ""out"", ""under"", ""new""]","1","0"
"327636","Take your shoes __ here.","[""in"", ""at"", ""on"", ""off""]","1","3"
"327786","My father is __ the street now.","[""crossing"", ""reading"", ""singing"", ""writing""]","1","0"
"327933","Please buy this __ for me.","[""run"", ""eat"", ""item"", ""sleep""]","1","2"
"327936","What is the next __ on the list?","[""sun"", ""sky"", ""rain"", ""item""]","1","3"
"328025","Is English an __ language?","[""fast"", ""blue"", ""tall"", ""easy""]","1","3"
"328053","The shop has __ stock of rice.","[""red"", ""good"", ""big"", ""limited""]","1","3"
"328055","I have a __ amount of money.","[""limited"", ""hot"", ""new"", ""blue""]","1","0"
"328264","How much is this old coin __?","[""go"", ""worth"", ""see"", ""eat""]","1","1"
"328396","Why do you look __ of me?","[""more suspicious"", ""angry"", ""proud"", ""tired""]","1","0"
"328398","The cat is __ of the new dog.","[""more suspicious"", ""eating"", ""under"", ""playing""]","1","0"
"328444","I am __ finished with my work.","[""quickly"", ""slowly"", ""happily"", ""practically""]","1","3"
"328685","Water is __ for us.","[""slow"", ""necessary"", ""long"", ""small""]","1","1"
"328686","Sleep is __ for your body.","[""necessary"", ""new"", ""cold"", ""round""]","1","0"
"328773","The new boy is shy and __.","[""hungry"", ""tall"", ""under-confident"", ""happy""]","1","2"
"328833","The ice cream shop has many __.","[""cars"", ""variations"", ""houses"", ""books""]","1","1"
"328863","I like chai __ biscuits.","[""for"", ""is"", ""and"", ""but""]","1","2"
"328864","He is old __ he is strong.","[""so"", ""is"", ""but"", ""or""]","1","2"
"329164","Can you __ this story for me?","[""dance"", ""sing"", ""read"", ""run""]","1","2"
"329207","Priya is __ her new shoes today.","[""running"", ""drawing"", ""cooking"", ""sporting""]","1","3"
"329279","We need __ for safety.","[""injury prevention"", ""food"", ""sleep"", ""water""]","1","0"
"329954","The bell makes a ringing __.","[""sound"", ""shape"", ""color"", ""size""]","1","0"
"330003","My father is __ with the new shopkeeper.","[""playing"", ""dealing"", ""eating"", ""sleeping""]","1","1"
"330005","He is good at __ with customers.","[""crying"", ""walking"", ""drawing"", ""dealing""]","1","3"
"330335","We are going to the __ theatre.","[""park"", ""movie"", ""home"", ""school""]","1","1"
"330470","Two __ need a chess board.","[""players"", ""apples"", ""cars"", ""pens""]","1","0"
"330515","He works for a big __.","[""sky"", ""cat"", ""enterprise"", ""fruit""]","1","2"
"330516","This is a large business __.","[""enterprise"", ""table"", ""water"", ""day""]","1","0"
"330545","The police __ the thief.","[""ate"", ""helped"", ""attacked"", ""thanked""]","1","2"
"330546","He was __ by a robber.","[""called"", ""given"", ""met"", ""attacked""]","1","3"
"330576","He __ working until late at night.","[""spoke to"", ""carried on"", ""listened to"", ""ate with""]","1","1"
"330816","Is this your __?","[""road"", ""laptop"", ""house"", ""sky""]","1","1"
"331117","We are slowly __ the car loan.","[""closing"", ""watching"", ""paying off"", ""walking""]","1","2"
"331484","Sweets are __ not allowed for you.","[""softly"", ""nicely"", ""strictly"", ""slowly""]","1","2"
"331593","The glass __ if you drop it.","[""breaks"", ""runs"", ""sleeps"", ""eats""]","1","0"
"331595","Be careful, that old chair __ easily.","[""breaks"", ""walks"", ""flies"", ""talks""]","1","0"
"331623","We __ play in the park.","[""do"", ""is"", ""am"", ""shall""]","1","3"
"6009","He is not in good __ after his illness.","[""mood"", ""shape"", ""time"", ""mind""]","2","1"
"6070","If you want to finish your homework, you should get __.","[""watching"", ""playing"", ""sitting"", ""cracking""]","2","3"
"6188","Our team must __ some new ideas for the Diwali sales event.","[""generate"", ""finish"", ""stop"", ""forget""]","2","0"
"6427","What does 'planning' mean?","[""The act of eating quickly."", ""The process of thinking about and organising something you want to do."", ""The act of forgetting something."", ""The act of sleeping late.""]","2","1"
"6428","We need to do some __ before starting the business.","[""planning"", ""shopping"", ""worrying"", ""arguing""]","2","0"
"6429","He is busy __ the monthly family budget.","[""spending"", ""asking"", ""planning"", ""finding""]","2","2"
"6458","I hope we get seat __ on the Shatabdi train.","[""upgrades"", ""changes"", ""moves"", ""places""]","2","0"
"6638","We have __ our train journey to Delhi.","[""planned"", ""waited"", ""started"", ""finished""]","2","0"
"6639","My father __ our family holiday to Kerala.","[""began"", ""drove"", ""enjoyed"", ""planned""]","2","3"
"6670","The online form __ a unique application number for me.","[""erased"", ""requested"", ""asked"", ""generated""]","2","3"
"6697","What does 'upgrades' mean?","[""Things that make something older."", ""Things that make something worse."", ""Things that make something better."", ""Things that make something cheaper.""]","2","2"
"6700","If you get 'upgrades' for your car, what happens?","[""It becomes less valuable."", ""It becomes dirtier."", ""It becomes better or more powerful."", ""It stops working.""]","2","2"
"6756","In the movie, the __ saved the city from the monster.","[""visitor"", ""comedian"", ""villain"", ""superhero""]","2","3"
"6847","What does it mean if a diya is 'cone-shaped'?","[""It tastes like a cone."", ""It is made inside a cone."", ""It is sold with a cone."", ""It has the form of a cone.""]","2","3"
"6850","The sentence 'My childhood shaped me' means my childhood...","[""was very long."", ""made me happy."", ""influenced who I am."", ""was something I miss.""]","2","2"
"6969","If you 'get down to the nitty-gritty', you start to talk about __.","[""your family"", ""basic and practical details"", ""general ideas"", ""the weather""]","2","1"
"7326","Our flight from Kolkata is expected to __ on time.","[""exit"", ""board"", ""land"", ""depart""]","2","2"
"7330","They are building a small hotel on their __.","[""floor"", ""roof"", ""land"", ""space""]","2","2"
"7359","The soldier __ his orders without any delay.","[""discussed"", ""questioned"", ""executed"", ""changed""]","2","2"
"7360","In the sentence 'The artist executed a beautiful painting', 'executed' means:","[""Created"", ""Looked at"", ""Destroyed"", ""Sold""]","2","0"
"7419","In the phrase ""He keeps switching topics,"" what is he doing?","[""Talking about one thing, then another"", ""Ending the conversation"", ""Forgetting the main topic"", ""Speaking very loudly""]","2","0"
"7508","Our factory's production __ have increased this year.","[""capabilities"", ""holidays"", ""dates"", ""meetings""]","2","0"
"7630","The government's new traffic rule was __ last month.","[""discussed"", ""proposed"", ""executed"", ""debated""]","2","2"
"7656","The recent pandemic was a __ health crisis.","[""global"", ""past"", ""daily"", ""future""]","2","0"
"7747","The train __ tracks at the next junction.","[""moves"", ""switches"", ""joins"", ""stops""]","2","1"
"7778","My brother is __ the steps to assemble the new table.","[""reading"", ""executing"", ""buying"", ""watching""]","2","1"
"7810","The boat __ at the ferry point near the market.","[""stopped"", ""waited"", ""parked"", ""landed""]","2","3"
"7839","The conversation is boring. Let's __ and talk about movies.","[""stop the car"", ""close the book"", ""make food"", ""shift gears""]","2","3"
"7926","Our family business in Chennai needs to become __ to grow.","[""more simple"", ""more local"", ""more quiet"", ""more global""]","2","3"
"7930","If a problem is becoming 'more global', it is __.","[""becoming easier to solve"", ""only in the newspapers"", ""affecting more countries"", ""affecting only your street""]","2","2"
"7958","The train __ tracks at the junction.","[""arrives"", ""stops"", ""begins"", ""switches""]","2","3"
"7986","He wants to __ his savings in a small business.","[""lose"", ""show"", ""invest"", ""hide""]","2","2"
"8016","I felt a bit scared during the plane's __.","[""departure"", ""stop"", ""journey"", ""landing""]","2","3"
"8019","What does 'landing' mean in 'The flight from Delhi had a bumpy landing'?","[""The seat inside the plane."", ""The food served on the flight."", ""The act of taking off."", ""The act of arriving on the ground.""]","2","3"
"8227","These fertile __ are perfect for growing rice.","[""offices"", ""roads"", ""lands"", ""shops""]","2","2"
"8376","My brother __ his bonus in the stock market.","[""found"", ""hid"", ""invested"", ""lost""]","2","2"
"8467","My flight from Delhi __ in Mumbai at 8 PM.","[""delays"", ""departs"", ""cancels"", ""lands""]","2","3"
"8469","The family sold their ancestral __ and moved to the city.","[""clothes"", ""utensils"", ""jewellery"", ""lands""]","2","3"
"8470","The government is helping farmers get titles for their __.","[""tractors"", ""loans"", ""lands"", ""crops""]","2","2"
"8672","My uncle works at Delhi University. He attends meetings for all the faculties. Here, 'faculties' means:","[""holidays"", ""main departments"", ""events"", ""students""]","2","1"
"8708","He gently __ the wheelchair for his grandmother.","[""drove"", ""held"", ""repaired"", ""pushed""]","2","3"
"8710","We __ the sofa against the wall for more space.","[""pushed"", ""sold"", ""climbed"", ""cleaned""]","2","0"
"8767","The new metro system is our city's __ project.","[""most delayed"", ""most crowded"", ""most usual"", ""most forward-thinking""]","2","3"
"8768","To solve pollution, we need the __ ideas.","[""most forward-thinking"", ""most old"", ""most common"", ""most simple""]","2","0"
"8860","If you have a 'hesitation', you are probably feeling...","[""unsure"", ""angry"", ""hungry"", ""tired""]","2","0"
"8916","The auto-rickshaw ride was __ bumpy.","[""more"", ""any"", ""much"", ""very""]","2","3"
"8950","My brother is a good driver; he always __ smoothly.","[""uses the horn"", ""gives a signal"", ""applies brakes"", ""shifts gears""]","2","3"
"9037","The old bridge in our town will __ major repairs.","[""undergo"", ""block"", ""cross"", ""stop""]","2","0"
"9160","Rohan uses a __ hard drive to store his files.","[""portable"", ""internal"", ""ceiling"", ""broken""]","2","0"
"9186","The old building __ major renovation last year.","[""needed"", ""underwent"", ""started"", ""finished""]","2","1"
"9188","In the sentence 'He underwent a security check at the airport', what does 'underwent' mean?","[""Experienced"", ""Avoided"", ""Enjoyed"", ""Questioned""]","2","0"
"9366","For traveling by train, a __ laptop is better.","[""more complicated"", ""more difficult"", ""more expensive"", ""more portable""]","2","3"
"9369","An e-reader is __ than carrying ten heavy books on holiday.","[""more colorful"", ""more fragile"", ""more boring"", ""more portable""]","2","3"
"9429","The security guard caught a __ trying to enter.","[""manager"", ""suspect"", ""customer"", ""visitor""]","2","1"
"9489","If an offer is 'irresistible', it is very __.","[""bad"", ""strange"", ""difficult to refuse"", ""easy to forget""]","2","2"
"9607","What does 'undergoing' mean in 'She is undergoing training'?","[""leaving"", ""asking"", ""experiencing"", ""teaching""]","2","2"
"9670","He __ his friend was hiding a surprise birthday party.","[""created"", ""shared"", ""denied"", ""suspected""]","2","3"
"9727","What does it mean if a shirt 'shrank'?","[""It got a hole in it."", ""It changed its colour."", ""It became very dirty."", ""It became smaller.""]","2","3"
"9787","In the sentence 'The city undergoes many changes', what does 'undergoes' mean?","[""likes"", ""stops"", ""avoids"", ""experiences""]","2","3"
"9849","She was __ to hear the news about her cousin's wedding.","[""thrilled"", ""annoyed"", ""nervous"", ""lonely""]","2","0"
"9997","What is the meaning of 'craves'?","[""quickly makes something"", ""strongly wants something"", ""slowly eats something"", ""quietly buys something""]","2","1"
"10029","Which of these foods is mainly a carbohydrate?","[""Ghee"", ""Chicken"", ""Sugar"", ""Paneer""]","2","2"
"10057","Which word means 'very excited and happy'?","[""bored"", ""thrilled"", ""tired"", ""sorry""]","2","1"
"10146","My mother divides the large roti into two __.","[""sides"", ""circles"", ""plates"", ""portions""]","2","3"
"10297","We divided the Diwali sweets into four __.","[""portions"", ""boxes"", ""shops"", ""flavours""]","2","0"
"10330","A 'satisfied' customer is usually a __ customer.","[""new"", ""busy"", ""happy"", ""angry""]","2","2"
"10356","The last over of the IPL match was __.","[""quiet"", ""boring"", ""thrilling"", ""slow""]","2","2"
"10386","The security guard has a list of __.","[""relatives"", ""customers"", ""suspects"", ""employees""]","2","2"
"10390","After the wallet went missing, everyone looked at the two main __.","[""hosts"", ""friends"", ""suspects"", ""guests""]","2","2"
"10536","I feel __ to eat biryani for dinner tonight.","[""full"", ""busy"", ""ready"", ""inclined""]","2","3"
"10716","After studying hard, getting good marks was __.","[""boring"", ""difficult"", ""satisfying"", ""strange""]","2","2"
"10719","It was __ to see India win the cricket match.","[""satisfying"", ""annoying"", ""confusing"", ""disappointing""]","2","0"
"10749","During Diwali, people are __ to buy new things.","[""more confused"", ""more inclined"", ""more scared"", ""more worried""]","2","1"
"10930","Which sentence means someone can change to fit new conditions?","[""He is the most adaptable person in the team."", ""He is the most experienced person in the team."", ""He is the most popular person in the team."", ""He is the most punctual person in the team.""]","2","0"
"10988","If you are ""most inclined"" to do something, you are...","[""most likely to do it"", ""sad about doing it"", ""forced to do it"", ""never going to do it""]","2","0"
"11078","'Longevity' is related to...","[""how long something lives"", ""how new something is"", ""how big something is"", ""how fast something is""]","2","0"
"11200","Without __, new laws are just suggestions.","[""enforcement"", ""population"", ""transportation"", ""education""]","2","0"
"11350","What does 'brisker' mean in 'The trade was brisker today'?","[""More active and busy"", ""Less organised"", ""More difficult"", ""Less profitable""]","2","0"
"11646","The chaiwala's business is __ in the early morning.","[""briskest"", ""laziest"", ""sleepiest"", ""quietest""]","2","0"
"11706","It's easy to get __ by social media notifications.","[""informed"", ""popular"", ""interested"", ""distracted""]","2","3"
"11890","She seemed __ during the online family video call.","[""clear"", ""interested"", ""active"", ""distracted""]","2","3"
"12074","What does 'accommodations' usually mean for a trip?","[""Train tickets"", ""Shopping places"", ""Food for a journey"", ""A place to stay""]","2","3"
"12159","My new mobile phone has a __ camera feature.","[""highlighted"", ""ignored"", ""shouted"", ""argued""]","2","0"
"12190","If a phone call 'distracts' a driver, what happens?","[""The driver's focus shifts from the road."", ""The driver gets lost."", ""The driver drives faster."", ""The driver's car gets cleaned.""]","2","0"
"12367","Which word means 'completely' or 'totally'?","[""seldom"", ""absolutely"", ""carefully"", ""partly""]","2","1"
"12368","The view from the hill station was __ beautiful.","[""absolutely"", ""slowly"", ""partially"", ""sometimes""]","2","0"
"12457","The word 'navigated' means to __.","[""build a house"", ""find a route"", ""write a letter"", ""cook a meal""]","2","1"
"12517","What does 'tempt' mean?","[""To forget an important thing"", ""To make someone want to have or do something"", ""To push someone away"", ""To hide something carefully""]","2","1"
"12578","A fixed deposit usually __ higher interest than a savings account.","[""loses"", ""spends"", ""yields"", ""borrows""]","2","2"
"12610","What do you call a sweet baked item, often with a filling?","[""chutney"", ""pastry"", ""samosa"", ""pakora""]","2","1"
"12727","What are 'itineraries'?","[""Phone numbers"", ""Travel plans"", ""Shopping lists"", ""Food menus""]","2","1"
"12820","The offer of a free dessert __ her to stay longer.","[""allowed"", ""tempted"", ""required"", ""warned""]","2","1"
"12877","What are the 'highlights' of an event?","[""The most important or exciting parts"", ""The list of all guests"", ""The boring sections"", ""The first few minutes""]","2","0"
"13119","The children were reciting their tables __ in class.","[""wrongly"", ""slowly"", ""aloud"", ""quietly""]","2","2"
"13298","Reading about the __ of the train accident was sad.","[""details"", ""timings"", ""prices"", ""horrors""]","2","3"
"13386","What is a 'maestro'?","[""A driver of a bus"", ""A master of an art, like music"", ""A student in a school"", ""A doctor in a hospital""]","2","1"
"13446","The first day of college admissions was very __.","[""orderly"", ""chaotic"", ""simple"", ""calm""]","2","1"
"13477","My friend lives __ on the tenth floor.","[""at"", ""up"", ""in"", ""on""]","2","1"
"13536","Many people in Chennai enjoy Carnatic __ music.","[""classical"", ""folk"", ""western"", ""modern""]","2","0"
"13537","The word 'classical' in ""classical music"" means __.","[""traditional and of high quality"", ""new and popular now"", ""very loud and noisy"", ""made with computers""]","2","0"
"13539","My grandparents prefer __ songs over new Bollywood hits.","[""pop"", ""classical"", ""rock"", ""film""]","2","1"
"13568","What is a 'landslide'?","[""A type of popular Indian street food"", ""A big party with loud music"", ""A long river in the mountains"", ""A lot of earth moving down a hill""]","2","3"
"13658","My parents have complete __ in my abilities.","[""questions"", ""worry"", ""problems"", ""faith""]","2","3"
"13659","During difficult times, his __ helped him a lot.","[""hurry"", ""faith"", ""mistake"", ""weakness""]","2","1"
"13866","Pollution is a serious __ to our health.","[""help"", ""threat"", ""reason"", ""start""]","2","1"
"13870","If someone makes a 'threat', what are they doing?","[""Making a promise to harm"", ""Telling a funny story"", ""Offering you tea"", ""Asking for directions""]","2","0"
"13956","The long train journey made the family __.","[""curious"", ""excited"", ""weary"", ""early""]","2","2"
"14166","During monsoon, old houses become __ to damage.","[""more vulnerable"", ""more strong"", ""more colorful"", ""more valuable""]","2","0"
"14170","If you are 'more vulnerable', you are...","[""...more in control"", ""...more protected"", ""...more open to harm"", ""...more experienced""]","2","2"
"14197","What does 'landslides' mean?","[""Very strong winds during a storm"", ""Heavy snow falling on a mountain"", ""Big waves from the sea hitting the coast"", ""Earth and rocks falling down a hill""]","2","3"
"14226","My grandfather prefers __ music from his youth.","[""more western"", ""more modern"", ""more louder"", ""more classical""]","2","3"
"14466","My grandmother tells __ stories about her village.","[""slow"", ""quiet"", ""simple"", ""vivid""]","2","3"
"14617","What does 'wearier' mean?","[""More cold"", ""More happy"", ""More hungry"", ""More tired""]","2","3"
"14649","My cousin's sangeet was fun but the dance floor was the __.","[""most boring"", ""most silent"", ""most chaotic"", ""most empty""]","2","2"
"14678","The NGO gave food to the __ families first.","[""richest"", ""loudest"", ""most vulnerable"", ""happiest""]","2","2"
"14679","My phone is __ after I dropped it.","[""most secure"", ""most vulnerable"", ""most useful"", ""most new""]","2","1"
"14798","My cousin __ in Bangalore works for an IT company.","[""shopping"", ""residing"", ""travelling"", ""arriving""]","2","1"
"15128","Which sentence means 'more attractive and delightful'?","[""The food was too spicy."", ""He is a very tall boy."", ""The traffic was very bad."", ""This new sari is more enchanting.""]","2","3"
"15190","He faced an __ challenge to pass his final exams.","[""small"", ""easy"", ""epic"", ""daily""]","2","2"
"15216","Rohan went to the cricket match with his __.","[""drivers"", ""companions"", ""teachers"", ""customers""]","2","1"
"15250","If a person is harassed, they feel __.","[""very sad about one thing"", ""calm and relaxed"", ""annoyed and troubled repeatedly"", ""full of energy""]","2","2"
"15277","If you are 'trapped', it means you are __.","[""unable to escape"", ""feeling hungry"", ""very tired"", ""feeling excited""]","2","0"
"15489","A famous Bollywood actor __ on the floor above us.","[""resides"", ""shouts"", ""acts"", ""comes""]","2","0"
"15577","If someone has 'slumped', they are probably feeling __.","[""angry and annoyed"", ""busy and active"", ""happy and excited"", ""tired or sad""]","2","3"
"15607","What does 'stewing' mean in 'The mutton is stewing'?","[""cooking slowly in liquid"", ""frying very fast"", ""eating with a fork"", ""keeping in the fridge""]","2","0"
"15670","Which situation is 'convenient'?","[""A bus that is always late."", ""A closed ATM when you need cash."", ""A bank that is very far from your house."", ""A grocery shop located right next to your building.""]","2","3"
"15700","What does it mean to 'fire blanks'?","[""To get fired from a job"", ""To fire a gun with harmless bullets"", ""To make a lot of noise"", ""To shoot with an empty gun""]","2","1"
"15816","What does ""more immersive"" mean?","[""More difficult and boring"", ""More colourful and bright"", ""More fast and quick"", ""More engaging and surrounding""]","2","3"
"15879","Commuters feel __ by the constant traffic jams in Bangalore.","[""calm"", ""entertained"", ""excited"", ""harassed""]","2","3"
"16120","Is taking an auto-rickshaw __ than the bus?","[""more convenient"", ""more round"", ""more high"", ""more blue""]","2","0"
"16267","What does 'entails' mean here: ""Diwali preparation entails cleaning the whole house.""","[""involves"", ""starts"", ""avoids"", ""forgets""]","2","0"
"16476","I heard many different __ at the busy market.","[""lights"", ""colours"", ""smells"", ""voices""]","2","3"
"16477","What does the word ""voices"" mean?","[""Pictures people see"", ""Food people eat"", ""Sounds people make when speaking or singing"", ""Clothes people wear""]","2","2"
"16566","My brother ordered a pepper __ at the restaurant.","[""biryani"", ""steak"", ""curry"", ""dosa""]","2","1"
"16778","The forest guard checks the __ for wild animals.","[""traps"", ""dishes"", ""tickets"", ""letters""]","2","0"
"16780","In the sentence 'The questions were traps', what does 'traps' mean?","[""Objects to sit on"", ""Difficult things to trick someone"", ""Things to catch rats"", ""Places to keep things""]","2","1"
"16837","If someone gives you the 'blankest' look, they seem to have __.","[""a friendly smile"", ""no expression"", ""a secret plan"", ""a good idea""]","2","1"
"16987","What does it mean when someone 'stews' food?","[""They cut it into small pieces."", ""They eat it very quickly."", ""They cook it slowly in liquid."", ""They mix it with cold water.""]","2","2"
"17106","The student __ by watching lectures and taking notes.","[""multitasked"", ""wrote"", ""studied"", ""listened""]","2","0"
"17136","The hot roti __ all the delicious dal.","[""pushed"", ""threw"", ""soaked up"", ""held""]","2","2"
"17139","My shoes __ water from the puddle on the street.","[""jumped over"", ""kicked out"", ""soaked up"", ""avoided""]","2","2"
"17288","In 'Please come along to the party', what does 'come along' mean?","[""Go somewhere with someone"", ""Wait for the party"", ""Arrive late"", ""Leave the party""]","2","0"
"17347","What does it mean when someone 'slumps'?","[""They sit or fall down heavily."", ""They begin to run fast."", ""They speak very loudly."", ""They stand up very straight.""]","2","0"
"17376","Many people __ their support for the new library.","[""brought"", ""created"", ""showed"", ""voiced""]","2","3"
"17500","The paratha __ all the yummy ghee.","[""soaked up"", ""tasted"", ""cooked"", ""smelled""]","2","0"
